Date,Argentine Peso 1.00 INR,Argentine Peso inv. 1.00 INR,Australian Dollar 1.00 INR,Australian Dollar inv. 1.00 INR,Bahraini Dinar 1.00 INR,Bahraini Dinar inv. 1.00 INR,Botswana Pula 1.00 INR,Botswana Pula inv. 1.00 INR,Brazilian Real 1.00 INR,Brazilian Real inv. 1.00 INR,British Pound 1.00 INR,British Pound inv. 1.00 INR,Bruneian Dollar 1.00 INR,Bruneian Dollar inv. 1.00 INR,Bulgarian Lev 1.00 INR,Bulgarian Lev inv. 1.00 INR,Canadian Dollar 1.00 INR,Canadian Dollar inv. 1.00 INR,Chilean Peso 1.00 INR,Chilean Peso inv. 1.00 INR,Chinese Yuan Renminbi 1.00 INR,Chinese Yuan Renminbi inv. 1.00 INR,Colombian Peso 1.00 INR,Colombian Peso inv. 1.00 INR,Czech Koruna 1.00 INR,Czech Koruna inv. 1.00 INR,Danish Krone 1.00 INR,Danish Krone inv. 1.00 INR,Emirati Dirham 1.00 INR,Emirati Dirham inv. 1.00 INR,Euro 1.00 INR,Euro inv. 1.00 INR,Hong Kong Dollar 1.00 INR,Hong Kong Dollar inv. 1.00 INR,Hungarian Forint 1.00 INR,Hungarian Forint inv. 1.00 INR,Icelandic Krona 1.00 INR,Icelandic Krona inv. 1.00 INR,Indonesian Rupiah 1.00 INR,Indonesian Rupiah inv. 1.00 INR,Iranian Rial 1.00 INR,Iranian Rial inv. 1.00 INR,Israeli Shekel 1.00 INR,Israeli Shekel inv. 1.00 INR,Japanese Yen 1.00 INR,Japanese Yen inv. 1.00 INR,Kazakhstani Tenge 1.00 INR,Kazakhstani Tenge inv. 1.00 INR,Kuwaiti Dinar 1.00 INR,Kuwaiti Dinar inv. 1.00 INR,Libyan Dinar 1.00 INR,Libyan Dinar inv. 1.00 INR,Malaysian Ringgit 1.00 INR,Malaysian Ringgit inv. 1.00 INR,Mauritian Rupee 1.00 INR,Mauritian Rupee inv. 1.00 INR,Mexican Peso 1.00 INR,Mexican Peso inv. 1.00 INR,Nepalese Rupee 1.00 INR,Nepalese Rupee inv. 1.00 INR,New Zealand Dollar 1.00 INR,New Zealand Dollar inv. 1.00 INR,Norwegian Krone 1.00 INR,Norwegian Krone inv. 1.00 INR,Omani Rial 1.00 INR,Omani Rial inv. 1.00 INR,Pakistani Rupee 1.00 INR,Pakistani Rupee inv. 1.00 INR,Philippine Peso 1.00 INR,Philippine Peso inv. 1.00 INR,Polish Zloty 1.00 INR,Polish Zloty inv. 1.00 INR,Qatari Riyal 1.00 INR,Qatari Riyal inv. 1.00 INR,Romanian New Leu 1.00 INR,Romanian New Leu inv. 1.00 INR,Russian Ruble 1.00 INR,Russian Ruble inv. 1.00 INR,Saudi Arabian Riyal 1.00 INR,Saudi Arabian Riyal inv. 1.00 INR,Singapore Dollar 1.00 INR,Singapore Dollar inv. 1.00 INR,South African Rand 1.00 INR,South African Rand inv. 1.00 INR,South Korean Won 1.00 INR,South Korean Won inv. 1.00 INR,Sri Lankan Rupee 1.00 INR,Sri Lankan Rupee inv. 1.00 INR,Swedish Krona 1.00 INR,Swedish Krona inv. 1.00 INR,Swiss Franc 1.00 INR,Swiss Franc inv. 1.00 INR,Taiwan New Dollar 1.00 INR,Taiwan New Dollar inv. 1.00 INR,Thai Baht 1.00 INR,Thai Baht inv. 1.00 INR,Trinidadian Dollar 1.00 INR,Trinidadian Dollar inv. 1.00 INR,Turkish Lira 1.00 INR,Turkish Lira inv. 1.00 INR,US Dollar 1.00 INR,US Dollar inv. 1.00 INR
2025-01-01,12.04608,0.083015,0.018884,52.955897,0.004394,227.591267,0.163651,6.110562,0.07227,13.837095,0.009339,107.079787,0.015959,62.660303,0.022075,45.299807,0.016813,59.479127,11.619759,0.08606,0.085298,11.723651,51.499243,0.019418,0.284424,3.515876,0.084182,11.879003,0.042916,23.30138,0.011287,88.598721,0.090783,11.015316,4.645347,0.215269,1.624651,0.615517,189.862362,0.005267,491.665323,0.002034,0.042549,23.502311,1.837457,0.54423,6.133815,0.163031,0.003603,277.533281,0.057492,17.393822,0.052253,19.137494,0.546991,1.828184,0.243573,4.105547,1.60075,0.624707,0.020886,47.878016,0.133086,7.513944,0.004499,222.27338,3.25316,0.307393,0.678767,1.473259,0.048277,20.714006,0.042536,23.509428,0.056171,17.802869,1.306156,0.765605,0.043822,22.819818,0.015959,62.660303,0.220475,4.535656,17.272558,0.057895,3.425204,0.291953,0.12935,7.730953,0.010605,94.292648,0.382937,2.611396,0.401179,2.492652,0.079432,12.589411,0.413109,2.420667,0.011686,85.574316
2025-01-02,12.020688,0.08319,0.018829,53.108496,0.004385,228.048178,0.163466,6.117471,0.073103,13.679275,0.009316,107.346012,0.015926,62.790733,0.022035,45.382579,0.016765,59.649169,11.596863,0.08623,0.085127,11.747153,51.387349,0.01946,0.283771,3.523968,0.084023,11.901534,0.04283,23.348159,0.011266,88.760609,0.090599,11.037703,4.629651,0.215999,1.621322,0.61678,189.707499,0.005271,490.63048,0.002038,0.042465,23.548807,1.839829,0.543529,6.12122,0.163366,0.003597,277.976336,0.057374,17.429396,0.052164,19.170201,0.545588,1.832886,0.243034,4.114643,1.60075,0.624707,0.020834,47.998807,0.132842,7.527734,0.00449,222.706951,3.246872,0.307989,0.676097,1.479078,0.048187,20.752585,0.042451,23.556625,0.05605,17.841269,1.32655,0.753835,0.043734,22.865631,0.015926,62.790733,0.219933,4.546843,17.208534,0.058111,3.418237,0.292548,0.129171,7.741695,0.010587,94.454709,0.382828,2.612137,0.399865,2.500843,0.079257,12.617256,0.412729,2.422898,0.011662,85.746115
